date,inorganic_ions,organic_mass,elemental_C,geological_minerals,salt,trace_elements,others,residual
2019-04-03,1.6033646234132226,7.388605728543312,1.20849,2.8134031566661664,0.9812585777694679,0.0,0.10071619001588376,2.358116227029406
2019-04-06,1.6280739500541186,12.362635126945891,0.75512,3.51823544642804,0.9730615992961625,0.0,0.6115288682249772,2.358116227029406
2019-04-09,1.0825455903731531,13.640140397618348,1.56568,3.4347663046501355,0.29860758135050397,0.0,0.13426498219691738,2.358116227029406
2019-04-12,0.975786389575975,6.4267357002404975,0.66484,1.420918246294855,0.15924209503146644,0.0,0.07121936188083199,2.358116227029406
2019-04-15,0.9178633464084094,11.951098858175033,2.23804,2.5915135334460215,0.48366557797490095,0.0,0.06622009248951578,2.358116227029406
2019-04-18,0.8951011796432771,11.663863413383696,0.68007,1.9757387553030579,0.1737867533518289,0.0,0.21577965207382022,2.358116227029406
2019-04-21,1.6442665649234884,17.964607611384785,1.83729,2.276742653146279,0.7453949048257014,0.0,0.2598118375568549,2.358116227029406
2019-04-24,0.6810132861906013,7.015919087871971,0.91722,3.1804888932314483,0.20601513134173802,0.0,0.09260819666292673,2.358116227029406
2019-04-27,0.9297096809877026,10.29308306339453,0.82731,0.735521353763351,0.2959333951408884,0.0,0.12915218999555617,2.358116227029406
2019-04-30,0.7034482235438861,11.065435253139652,0.95999,2.2150078816248397,0.4043550245247414,0.0,0.09820953254066857,2.358116227029406
2019-05-03,1.0465297509913187,10.021261568270454,1.27499,2.1977059971963,0.2657427872027022,0.0,0.10503416013893616,2.358116227029406
2019-05-06,1.3383125433431662,6.193332170681501,1.64706,1.7804120009461601,0.5237880796269648,0.0,0.10450930695880128,2.358116227029406
2019-05-12,1.1735345581174499,9.8815108227458,0.63994,0.31931026676647256,0.2507765199763608,0.0,0.12309458753804245,2.358116227029406
2019-05-15,1.238406149376717,13.48837504488514,2.34796,1.2075933198279554,0.7777739915019504,0.0,0.011714361015806635,2.358116227029406
2019-05-18,1.1628430803168541,8.810843849825405,0.73274,1.406461583196982,0.243328177191159,0.0,0.1565621792696458,2.358116227029406
2019-05-24,4.769505262935987,11.046406129746462,0.64942,1.8825910417028509,0.984164588528679,0.0,0.20048003546967982,2.358116227029406
2019-05-27,12.964454324895932,24.56049971762291,2.11319,1.958244830893873,4.144825436408983,0.0,0.2369079949207106,0.6590767901998991
2019-05-30,4.977645644992193,7.757773151628674,1.16091,0.5283454832776017,1.4072319201995012,0.0,0.07684531745438435,0.6590767901998991
2019-06-02,13.4558533527501,12.118907668438226,0.57591,1.4927387938801526,1.920635910224442,0.0,0.21364838329420074,2.358116227029406
2019-06-11,2.5407818675652845,9.84681594654026,1.10637,1.5895820975140331,0.2804384568338424,0.0,0.22591009767705386,2.358116227029406
2019-06-14,1.6368939555191457,4.555154866546258,0.93762,1.3324956073904526,0.28207674197916116,0.0,0.09051246926035851,2.358116227029406
2019-06-17,0.7816507558400951,6.0912080094087875,0.47876,1.0991120946790094,0.22803257482438682,0.0,0.11390468931970761,2.358116227029406
2019-06-20,1.3274530166428835,7.531288182114362,1.12519,1.425519365154752,0.20169593320980422,0.0,0.11703174059598889,2.358116227029406
2019-06-23,5.798917423856558,20.29605463645633,1.2557,1.8890174090874818,0.8000068866329773,0.0,0.3388500076339068,0.6590767901998991
2019-06-26,0.7561238294868274,6.666020631831228,0.49392,1.2416652623860045,0.24962884527094562,0.0,0.11238832673610855,2.358116227029406
2019-06-29,0.7138605869225619,4.524488840662148,0.64151,0.23682791428408964,0.2585186638113618,0.0,0.10092050422412141,2.358116227029406
2019-07-08,0.9544068771486033,9.050452528316963,0.74781,1.4539183613056956,0.20443920975306362,0.0,0.23682583820027775,2.358116227029406
2019-07-11,2.786714121226874,19.210998568080512,1.56551,2.073370991885147,0.33304384571935136,0.0,0.38948303564918724,0.6590767901998991
2019-07-14,3.5586488908945793,14.54207335754245,1.2139,1.2280287374800316,0.40392074037764525,0.0,0.17821889812580702,0.6590767901998991
2019-07-17,0.8208754369242923,7.403516071920394,0.70801,1.2795481162320619,0.2285128561220964,0.0,0.10970008383788088,2.358116227029406
2019-07-21,0.6275586071160941,8.74769968344726,0.61384,3.140949018415159,0.2254121942662944,0.0,0.44416786543565956,0.6590767901998991
2019-07-23,0.7205695897047996,7.587008620934874,0.97474,2.058119271131928,0.3287074253625864,0.0,0.6636589631677149,2.358116227029406
2019-07-26,0.8442210188882342,6.10187367119722,0.67472,1.4662147196484867,0.2920997999949354,0.0,0.204587535810437,2.358116227029406
2019-07-29,1.7260768891391018,12.166534434738004,1.16369,2.0947614959737573,0.504985290533406,0.0,0.6674016212112154,2.358116227029406
2019-08-01,0.26618066779952,4.236084309840038,0.42448,4.958986165105074,0.23082584830604821,0.0,1.1596726504999075,2.358116227029406
2019-08-04,0.5107020696117945,4.798126915618655,0.33496,3.955475581254295,0.197809197559398,0.0,2.254220285844036,2.358116227029406
2019-08-07,1.1334745090318872,7.8210615229655325,1.32969,3.5534015497861065,0.531274447679274,0.0,1.8592888323973817,0.6590767901998991
2019-08-10,0.8000145545976897,7.131964365880344,0.3339,2.8493523832238843,0.2224586519940582,0.0,2.0948344143244984,2.358116227029406
2019-08-13,0.9586495707019991,10.887590288950753,1.45599,3.5489090596696706,0.6494148299777184,0.0,1.3470159846552976,2.358116227029406
2019-08-16,5.627632798612343,38.83994139725961,1.37214,2.378773619043896,0.524833969508478,0.0,1.1501379196869903,0.6590767901998991
2019-08-19,1.669209866669406,6.792202562056532,0.93797,3.3507475810359906,0.488045939049765,0.0,0.2557306626946956,0.6590767901998991
2019-08-22,2.4411829917850745,26.20057464118648,2.18318,2.368910287355498,0.6355082644437527,0.0,0.6768687408576922,0.6590767901998991
2019-08-25,1.5570558133314374,11.449888351101231,0.78004,1.6483942176928763,0.246520794013128,0.0,0.7506973603950516,0.6590767901998991
2019-08-28,1.485764043222104,20.016204628304045,0.73397,2.567238129436137,0.19453747825380602,0.0,0.7916715055930844,0.6590767901998991
2019-08-31,0.9063129562778875,20.454347180334725,0.8006,3.899803948687118,1.3525548571328112,0.0,1.1744269523771982,2.358116227029406
2019-09-03,0.6269501997445694,9.061154161983266,0.62209,2.588895020958768,0.8641123143954949,0.0,1.1282786158074707,2.358116227029406
2019-09-06,1.652691818664255,7.910536587678681,0.92128,2.924169096395526,0.5924042608758912,0.0,1.0011944077488866,0.6590767901998991
2019-09-09,0.8582190097742629,4.684729922823576,0.9011,1.2556423066019893,0.1687406866190244,0.0,0.4747442204568451,0.6590767901998991
2019-09-12,1.9909779558126117,9.6731077483064,0.74667,3.3241745441985007,0.338867881048323,0.0,0.34414155806237856,2.358116227029406
2019-09-15,2.067868868651974,12.184992864897081,0.67165,2.852813781014167,0.3367388189779722,0.0,0.20353973400798842,0.6590767901998991
2019-09-18,1.0270795005499638,14.04252182347131,0.69832,1.3235827809012648,0.5459740145912808,0.0,0.5056403413420026,2.358116227029406
2019-09-21,0.5524254462266542,7.155921636541712,0.39307,4.51481414806445,0.3111251828838534,0.0,2.5993252435275513,2.358116227029406
2019-09-24,1.1424607951528514,13.138242771638243,0.76487,1.8632934508290173,0.33145912373791864,0.0,0.2403241147558044,2.358116227029406
2019-09-27,0.7989207235474385,7.425410712334197,0.67411,1.0369254609574965,0.6862801446281988,0.0,0.13711689119815598,0.6590767901998991
2019-09-30,1.3999640511189564,12.213381094442175,1.00752,1.2588127677899241,0.2659617135516276,0.0,0.17975205473066555,0.6590767901998991
2019-10-03,1.26376267500529,3.502042170026383,0.89554,0.9187064107517913,0.5627088436562964,0.0,0.07703533592694924,2.358116227029406
2019-10-06,0.843007570495444,4.795285137266931,0.50142,0.320939797010864,0.17734700110609924,0.0,0.15691117563893628,2.358116227029406
2019-10-09,1.0835017806701117,9.586276397176864,1.37971,0.7123392502484962,0.2059653237946722,0.0,0.13026911501888377,0.6590767901998991
2019-10-15,1.223872809481732,3.479721619808096,0.97106,0.06688819297005687,0.3811274969106726,0.0,0.1055452412991823,2.358116227029406
2019-10-18,1.2676013623730231,15.651238159631086,2.11449,1.08479975128572,0.4887220023389646,0.0,0.12102954930613968,2.358116227029406
2019-10-21,1.532366928022736,7.295543252439743,0.91503,1.320217856585771,0.3054015719520462,0.0,0.11556179980649119,0.6590767901998991
2019-10-24,1.0132100340196484,7.9946419409568446,0.80387,3.092074838364551,0.2735749776880044,0.0,0.18266940824042763,2.358116227029406
2019-10-27,2.8413744060824526,9.327130226953479,0.86253,1.9504765915236346,0.22955839760759578,0.0,0.24242145390114694,2.358116227029406
2019-10-30,1.1153942157095114,4.910503062084295,1.1234,2.4222346116498317,0.24171705536738758,0.0,0.08666084250348408,2.358116227029406
2019-11-02,0.6469900101846433,5.504883254930035,0.38602,2.445085510513012,0.2589458411136186,0.0,0.08020424580178358,0.6590767901998991
2019-11-05,0.9765773210775487,8.919263089725353,1.45356,2.703716444290869,0.20997801878325661,0.0,0.08346855587677464,2.358116227029406
2019-11-08,1.5472443851083666,6.758275730992027,1.05757,2.4809609461983615,0.390093936472476,0.0,0.06798858042848015,0.6590767901998991
2019-11-11,1.0243516452437111,4.90942565643111,0.81607,2.145320276344068,0.3869389861576938,0.0,0.06393354123499188,0.6590767901998991
2019-11-14,1.312090275298607,7.84048138938087,1.13443,3.365185383003531,0.2546636034855852,0.0,0.05979354218498567,0.6590767901998991
2019-11-17,0.8757281263679288,13.42457359825795,0.55343,1.6103195766327398,0.2591530072680564,0.0,0.20137412032465762,0.6590767901998991
2019-11-20,2.1233803596447682,9.193244255883158,1.06471,2.8722275262469608,0.4356268441975188,0.0,0.09542111106983761,0.6590767901998991
2019-11-23,0.882926119551711,2.5645430889804417,0.35974,0.8074767908413913,0.569861025017976,0.0,-0.034120718991079414,2.358116227029406
2019-11-26,1.0170657163879238,6.23041917676539,1.11124,3.388117097821694,0.3392491122293886,0.0,0.04485609896918183,2.358116227029406
2019-11-29,1.3251665173623435,14.322239145787833,1.44736,4.537470203274477,0.31842227615480817,0.0,0.06881579158368505,2.358116227029406
2019-12-02,0.9147244667376913,5.540586474853871,0.56888,3.003159730290352,0.2774873720496042,0.0,0.052889464814416566,2.358116227029406
2019-12-05,1.0401145453259453,6.3748282804741985,0.6157,3.2261170776093167,0.3006359316124452,0.0,0.10940314216722095,2.358116227029406
2019-12-08,1.4554540693766034,8.650553162037026,0.46884,2.6100303680718273,0.3415464912886416,0.0,0.10376060883853631,2.358116227029406
2019-12-11,1.3497045193501447,10.73218756007139,0.46037,6.460928703999816,0.3271110942399984,0.0,0.09745016892049152,0.6590767901998991
2019-12-14,1.1839437220819222,7.154051098892477,0.3814,1.723220519244231,0.23806993910316301,0.0,0.10929204650146264,2.358116227029406
2019-12-17,1.3739604747811875,4.520513948157522,0.57809,1.807410143513931,0.24164127617819042,0.0,0.0554007840252105,2.358116227029406
2019-12-20,1.1342291137469873,3.750230141389919,0.84646,1.687385516185924,0.29678803518422164,0.0,0.0666882254622407,2.358116227029406
2019-12-23,1.178845481903949,6.343367272399898,0.31728,0.9281793594738654,0.3114103241022678,0.0,0.06598881047088913,0.6590767901998991
2019-12-26,2.1396346470929775,6.325277018708379,1.24866,1.3870337647486193,0.2817432116170524,0.0,0.09383035234570823,2.358116227029406
2020-01-10,1.8293114558511787,13.168500180728739,1.12896,4.157818603457489,0.39594776758869604,0.0,0.12843342452451315,0.6590767901998991
2020-01-13,1.727522986325488,13.068365046145594,0.98782,2.9315207858383134,0.48458917498868825,0.0,0.3735468376706018,0.6590767901998991
2020-01-19,1.5344353517418008,12.372517398349244,1.26834,2.1363881032090997,0.304148256495381,0.0,0.09830891010393379,0.6590767901998991
2020-01-21,3.0225211274798944,9.608152714475288,1.19261,2.1363881032090997,0.4989989627673138,0.0,0.09830891010393379,0.6590767901998991
2020-01-22,1.698499366588785,5.812101833770287,0.92343,1.4201343532783932,0.499653887814171,0.0,0.07064858208889817,0.6590767901998991
2020-01-25,1.9915498452675908,10.45961420830862,0.56703,5.434310519143988,0.47345641247470677,0.0,-0.043666591261644,0.6590767901998991
2020-01-28,1.8404414072567616,9.439866092197818,1.11446,3.4366915969470124,0.6650282885252976,0.0,0.06940885388350873,2.358116227029406
2020-01-31,1.9127730923301085,8.542817775358957,1.18369,2.526156411703762,0.4789545451029612,0.0,0.05306715771134353,0.6590767901998991
2020-02-03,2.011874887524418,6.429469562958611,1.05502,2.817886711502195,0.5293849700788669,0.0,0.08007679420761384,2.358116227029406
2020-02-06,2.9620180468138964,15.220100149403962,1.83322,4.079076898264074,0.4691477529536256,0.0,0.051903805656250544,0.6590767901998991
2020-02-12,1.1927540349521166,5.083275991493537,1.00743,4.019281362824338,0.4679599376472714,0.0,0.07193308972269095,2.358116227029406
2020-02-15,2.0018499112385424,12.777534766297586,0.71101,3.2615097290219066,0.4054563348045192,0.0,0.23458223952645166,2.358116227029406
2020-02-18,1.2816442015177905,9.512817060518023,0.94348,3.5041461257880586,0.3113357785956108,0.0,0.04609021308375769,2.358116227029406
2020-02-21,1.5029973915585033,6.016674278462307,0.89545,3.3462267967616492,1.64098525096739,0.0,0.06182944122322562,2.358116227029406
2020-02-27,1.6919903241127252,17.529303023894094,1.3704,3.931469810778344,0.488577817807551,0.0,0.27346614903166416,0.6590767901998991
2020-03-01,,12.59742357380288,0.93966,3.8077355944521325,,,0.21028483007248872,2.358116227029406
2020-03-04,1.9647127418548012,8.827256248368329,1.25229,1.7835631187489365,0.588332370970647,0.0,0.0164148966062429,0.6590767901998991
