"ID";"volumen_aforo";"area_analizada";"area_material";"Be";"Na";"Mg";"Al";"K";"Ca";"Ti";"V";"Cr";"Mn";"Fe";"Co";"Ni";"Cu";"Zn";"As";"Se";"Mo";"Ag";"Cd";"Sb";"Ba";"Hg";"Pb";"Lote";"Blanco"
62;50;44,45;406,4508;0,275;11948,3215014785;915,326547896587;997,187325145236;999,236998547885;3217,20326521485;34,9552365214589;5,19132569854785;11,2632012587458;11,5282150236589;423,386320125478;0,2;6,50120314651253;26,2573215647896;108,573210215478;1,35432102145784;0,06;1,15732563254212;1,07832544479854;1,09320125966587;6,54732012547569;50,0732503698547;0,13;64,1683211021145;"14";"0"
63;50;44,45;406,4508;0,275;12688,3265896547;969,236489658741;892,186125369854;723,56326589658;3197,23652145789;32,3523201258964;8,03201236589658;11,1373214569854;7,93732025362558;401,313202154785;0,015;15,9643202365236;16,8452365214587;79,9432021547854;0,782326547951248;0,06;1,13632566698547;0,454365896523578;0,766320125478596;1,6732012589658;51,9873652120125;0,13;18,8942566325896;"14";"0"
64;50;44,45;406,4508;0,275;11041,2365874589;591,315684597264;698,754236541254;942,32658745896;2752,32012547856;29,6743265210236;5,30723654125897;9,73832012365478;9,42732564125789;395,014231546987;0,2;14,9342365231123;16,54321252589;92,0543201254785;0,71431203579512;0,06;0,981321022102547;0,443356214524785;0,265;1,13832012547859;44,4083265547859;0,13;7,4682365214521;"14";"0"
65;50;44,45;406,4508;0,275;11469,3201254785;881,201365478965;874,478321025698;865,569854785698;2882,32036589658;31,8893203652145;3,94823654589712;9,94832021236547;11,9732012547856;381,581320125478;0,564236521478596;16,4546547851254;20,4072365212541;348,365321021547;0,776321569854785;0,06;1,30232520012547;0,474326521547857;0,265;2,17732569854785;50,6623201245478;0,13;11,8132563254125;"14";"0"
66;50;44,45;406,4508;0,275;11572,3265984751;805,023562036985;606,045236521458;661,326547856985;2572,32652145879;17,1742136589658;3,43132658965478;9,74521365478965;4,91320125478569;198,403320125478;0,485320125478569;11,1451478523654;22,7732365214523;104,174326521254;0,859326547856985;0,06;1,09932145214785;0,446326548542547;0,265;2,94232265221452;46,0983265214587;0,11;21,2263202145874;"14";"0"
67;50;44,45;406,4508;0,275;11233,3201203654;835,352698547852;830,479365214589;1032,36541202365;3074,32652154785;35,0182365414785;2,80223658965874;18,6522136547856;18,3892032152458;763,061325614587;0,459320125478556;11,5055063202563;87,6442123652145;232,272320125478;1,48565896325632;0,06;2,07132145879652;0,456321000215478;1,77535555698521;19,8663652145896;65,3823252012589;0,13;74,6943225001254;"14";"0"
68;50;44,45;406,4508;0,275;11948,2365896547;1036,10256329875;919,353365214658;783,20154785693;3598,32036521458;29,3923145203652;5,78932658958745;15,0552314569854;10,2832012547589;385,045236514558;0,2;9,31523685963258;29,2042145896325;122,903320125478;0,619321458755896;0,06;1,69632564785412;0,278326521457856;0,265;4,59532652145896;51,6563250214258;0,13;29,6773250012458;"14";"0"
69;50;44,45;406,4508;0,275;11895,5213698547;857,236589745812;734,594356214587;604,236521458965;3251,32658965874;18,7122362214589;1,10423145698547;9,16432658965874;2,04632652145785;162,069326521452;0,2;8,28132021547859;15,7962136521458;72,5033201254785;0,25;0,06;0,055;0,965326521458965;0,265;0,565320125478569;46,4332563258965;0,13;1,55732563221102;"14";"1"
23;50;44,45;406,4508;0,275;13767,6940478319;959,793351010102;661,570173500559;235;2926,45993120011;14,8394419401983;1,42395423635093;11,8714544096353;11,9596178904741;1271,56413823249;0,2;50,651071935535;3,6649774847992;145,97623346931;0,25;1,62995004349984;0,922485833945954;0,263034136505776;0,265;0,25;39,6706238842639;0,13;0,235;"23";"1"
70;50;44,45;406,4508;0,275;16327,8988816581;1360,21005779952;1398,38780911901;1259,85409628386;4290,96788184451;50,3856165126904;4,24245518665446;10,5150217481891;15,9827404771081;845,211639960207;0,2;29,1309179815345;18,0202966277575;244,84568839486;1,01318598603597;2,23763893337823;1,37597751285879;0,267649663370504;0,885069805445927;6,16867370717538;62,1128946031894;0,11;47,2105379858134;"23";"0"
71;50;44,45;406,4508;0,275;16872,9051952923;1336,69131758989;1071,9490964687;1151,69235225936;4076,29258618343;30,0048974228338;22,3061242387354;11,1366218218613;8,96161238255083;436,456011517569;0,2;41,4202945577927;15,5448427601146;213,356858690709;1,71774417542611;6,58667860411976;1,42090241000153;0,314654980461445;0,628795429241584;4,77234054588777;51,0810557038248;0,13;25,8031673521177;"23";"0"
72;50;44,45;406,4508;0,275;17306,1363212061;1448,99349292864;1238,85771491609;802,034802002023;4315,12311606236;38,2541909909365;6,62060034769662;11,7913534051821;9,94411067215503;505,8647889181;0,2;96,2463238875011;20,7925672585683;286,2750259339;1,59606428012112;6,77326151449765;1,41546309670291;0,293742877196697;0,265;4,90238947335534;53,7757383764752;0,543376594000697;29,7754458042281;"23";"0"
73;50;44,45;406,4508;0,17;15262,4791519799;1443,45193972942;1498,7479072709;855,140491452953;4789,90806209211;43,8878101398511;3,40218604606736;17,636614038754;11,053969464253;500,393879295748;0,2;323,276575749625;24,9971886688088;349,552851915027;0,804590231201217;4,10561345496785;1,60860357179044;0,05;0,948091978543215;5,67792030797322;54,90933006459;0,621042716927725;30,1132792058666;"23";"0"
74;50;44,45;406,4508;0,275;16319,7787328014;1532,28462182036;1612,60071757793;982,644624791998;4648,8772305971;51,9852402001667;6,86578054138734;12,1375793418964;18,4203573695224;693,04165580109;0,2;192,733328991599;24,4309097665424;294,318591845813;1,28947066458157;3,21198778263527;1,97927703484162;0,08;0,869393588455238;5,3637261287151;60,7794373208968;0,11;26,1239023957468;"23";"0"
75;50;44,45;406,4508;0,275;16395,5354752766;1464,79116475668;1246,40281881018;681,611049387941;3744,26776226728;34,8324441756899;7,80618715482218;9,49114869512474;8,88725961336833;437,076548904337;0,2;157,080534527035;13,4036890614804;194,29806653396;0,889510157791597;4,79005035655929;1,23076188864917;0,05;0,265;2,59542119603399;48,9865928188966;0,11;16,5177414781313;"23";"0"
76;50;44,45;406,4508;0,275;16518,7509230176;1491,79024321309;1186,60538816691;641,246405887423;3681,99809243779;29,7194536068987;4,32322877339744;9,46485004930634;6,47048294821205;376,703129441039;0,2;151,372187761146;13,6527652563102;182,46728304393;0,25;3,36229544847006;1,27364981642142;0,08;0,265;1,3940513548554;47,1041010644139;0,13;1,63145272166657;"23";"0"
77;50;44,45;406,4508;0,275;16283,1400941151;1499,11741126769;1525,10725240319;739,779480155665;4275,81642694288;46,2008691191063;4,71838228982931;10,5368214962806;12,4990101221887;544,532407292474;0,2;310,663335187281;14,0821449630166;351,978521605903;0,25;4,50542611057419;1,42769129692088;0,08;0,58946922615413;1,53932628925452;54,9304661699494;0,13;8,34022618997968;"23";"0"
78;50;44,45;406,4508;0,275;27585,0381604136;1208,65365030464;1002,5433150649;941,212788544493;3481,15418817722;28,1763740660369;3,75718182759812;8,64986384739096;6,91013279884438;369,637322002938;0,665370738793689;111,261479371394;11,1113648907264;182,76739547728;1,25911493006935;2,68096057402919;1,83568339380247;0,304268155550635;0,591370639355981;3,85288201278238;50,3809262548937;1,67360648572678;22,3742737768269;"23";"0"
79;50;44,45;406,4508;0,275;28133,6396906744;1660,89165230302;1382,80447408358;750,981169437998;4113,49264340674;41,3566998664014;6,47140404704494;12,2617220591375;9,25149241132273;421,802210597481;0,681307068753811;132,93347693351;15,3866066161114;204,133567049038;1,03208035883971;0,70154873201549;1,78442352730193;0,08;0,265;2,97242301905516;56,4487391983087;1,09957451632434;13,8740449752355;"23";"0"
80;50;44,45;406,4508;0,275;21684,9621238497;1027,65646309348;793,75289881437;235;3358,00004657338;22,6003595464599;3,18945786583049;9,48111409654916;4,90265903837068;244,283355764835;0,2;106,716122516954;8,07653953883372;144,151928884752;0,25;0,878544370261671;1,29434282698999;0,08;0,265;0,834735283686431;45,9916346330235;0,911337900260647;1,64538203982022;"23";"0"
81;50;44,45;406,4508;0,275;22700,5688439347;1662,20592201034;1393,11496655394;725,315884125591;4742,17950955597;39,3224008237607;1,56568070263136;9,49100352403878;12,3009090564189;587,589774424506;0,2;91,3390600460576;37,9462402412439;300,809180205281;1,08703796697623;0,06;1,68668517590368;0,05;1,74638323561893;9,74126116408928;56,7313220073276;1,17214496329205;54,701327790659;"23";"0"
82;50;44,45;406,4508;0,275;21674,2219718378;1286,72868354441;1671,26241870215;946,864983992784;4470,35343116968;63,8152465914162;2,63660734286087;10,5232595207846;21,9692829078507;878,252569480097;0,596221701968234;116,228917804137;56,7868755082455;283,084288696522;1,99717117492538;0,06;1,60964046479016;0,08;1,45533789914771;28,0469504760818;60,7512808425946;1,14377446249425;34,9805804216998;"23";"0"
83;50;44,45;406,4508;0,275;18615,8407466889;1453,50478073185;1337,06784477686;662,425655143571;4226,16108148846;43,6216392885438;3,01706099535023;9,872665141743;12,1909747920341;460,476029958278;0,2;67,0177269104762;12,6865198640686;224,406696936215;0,585843463385289;0,2;1,77076970216706;0,08;0,265;2,48922209211187;55,8521538348661;0,996905610039518;13,7637150404059;"23";"0"
84;50;44,45;406,4508;0,275;19719,3458089966;1544,75771008935;1447,37563393804;810,292265024221;4129,47827307141;42,45664972809;2,38465089201726;10,8204356293597;11,8133475537581;480,917468670467;0,519128547389939;104,332351608539;21,3592515105718;226,0901626178;0,657554973167916;0,06;1,59422985032641;0,08;0,600911886827291;11,3341542088836;55,3827579932576;0,846804545932678;28,6726525452587;"23";"0"
85;50;44,45;406,4508;0,275;13624,7933669757;1052,22184780499;1249,00548457439;842,86283993417;3881,31329469997;46,4084890078797;4,22498532250757;16,0969016382603;13,4140342731891;557,132510414202;0,514511520723247;57,6454810331796;17,9226345280609;199,508919589578;0,872436657800973;0,06;1,56807843070137;0,289046360416084;0,623204373873271;5,87573435824136;52,5577813965789;0,858830974256906;22,0049397690614;"23";"0"
86;50;44,45;406,4508;0,275;21483,591380232;1627,94515716636;2321,26312469294;1076,02807433119;5118,41028151968;95,7522636649185;3,1946978883409;11,010215804131;23,8488478286298;961,991416174566;0,63631047999752;66,7060104478569;16,3176109076327;186,014205274052;0,860827620444938;0,971275706117319;1,40751915805676;0,08;0,71200438645517;4,35973180751927;59,3014439723713;0,763693979131907;19,0353606920656;"23";"0"
87;50;44,45;406,4508;0,275;23213,851142929;1357,54956679032;1235,08221096706;851,863120575708;3868,47898255773;36,9064172762546;4,09198419548461;9,97460448346055;8,30073965122735;378,739266093975;0,439542932744721;66,8803560952738;11,7998551364345;147,194556308288;1,30851205280886;4,94156150450265;1,17035844024078;0,08;0,736116060404068;3,96319184573601;51,0776109542307;0,828770751116406;51,745193852692;"23";"0"
88;50;44,45;406,4508;0,275;21437,422478589;1287,62140041842;1084,55069590796;612,52666494033;3669,01074863586;34,1726487634238;4,95583347945722;11,514065339308;8,44393000559999;357,65671294694;0,53705223616258;84,0274017630709;9,96017396903654;191,646546139498;0,04;1,81584117889949;1,20847639098311;0,08;0,265;1,40399019236599;48,5828550117665;0,797709374393881;6,76266456897241;"23";"0"
89;50;44,45;406,4508;0,275;26252,4561473011;1494,96540618457;1093,37763538388;573,652968172815;3740,46189349376;30,7695243401959;1,56335136541968;9,67563698612903;5,02352223636616;234,095278448366;0,2;11,6072135424686;8,1672341313886;113,477935294284;0,622355364271493;1,93090920853909;1,1228056905336;0,08;0,265;1,97340430264881;46,5473051544323;0,772673711932346;20,0466328903274;"23";"0"
90;50;44,45;406,4508;0,275;26100,9679004715;1180,42492502004;883,283888585951;561,380170607751;3291,54549388207;27,2300267779468;1,94690542019428;8,3935397148981;6,69098191720718;222,28939720815;0,2;8,99600250000154;11,2766275657023;91,842763989352;0,771658398997151;0,06;1,08420987485353;0,08;0,265;3,74150424805937;45,0871974521869;0,812650332383283;8,83109171870587;"23";"0"
91;50;44,45;406,4508;0,275;19325,9889033441;1385,44052310329;985,164578606544;593,256546513265;3484,31899241139;25,4845065219041;4,39299507468488;12,0783850152655;4,13733254789066;192,376759853744;0,2;8,52563261718948;6,59941734640007;84,7677830962969;0,764657285963398;0,06;1,23153586282021;0,08;0,265;1,7329996198441;47,4599447481846;0,57731983767395;2,79900257500011;"23";"0"
92;50;44,45;406,4508;0,275;16044,1370704036;1078,86926086764;752,840040100543;40;3204,74084871694;18,6240991731135;1,64704666154406;12,4763577625855;3,05348396926874;159,893669352972;0,2;7,61308780250506;4,35239409826374;83,2352599468677;0,59201918114677;4,13305547557198;1,10073024228485;0,08;0,265;1,68723013931393;44,9731063966173;0,859770038518555;22,7206687723619;"23";"0"
93;50;44,45;406,4508;0,275;17617,9177311946;1366,77051617016;861,117707818902;594,158080086219;3276,53553680474;22,0041612400266;1,90299897898686;8,18177429281475;3,34644772003296;171,299584856855;0,2;37,6365113444742;5,97310538131445;107,504527225624;0,25;0,06;1,00748588454045;0,08;0,265;2,18232402211037;47,9261543203386;0,752397201413453;1,33035612101856;"23";"0"
94;50;44,45;406,4508;0,275;13042,9153876482;1094,9962301867;1136,6950015748;608,259237883828;3544,2901032332;41,1817048922506;2,10674614476922;9,30548679821975;10,4946949692877;370,176456205725;0,2;12,9461012633457;50,5285059037042;220,631221181173;0,25;0,2;0,959408404737822;0,08;0,849553629615479;21,9606717613479;51,0961087661576;0,89897910528389;16,6478468801722;"23";"0"
95;50;44,45;406,4508;0,275;15995,468993265;1563,34435848307;1492,61810865569;805,682494916495;4279,38661200185;49,4237306669925;2,80721795917812;11,4051399820228;11,6273236378576;485,244852742715;0,015;24,8586029535514;16,3885546767817;135,934020302351;1,36152735841145;3,80008384798846;1,22214030150536;0,08;0,888804795629055;7,97602965316184;53,9795264258045;1,06770995036951;46,1582732000018;"23";"0"
96;50;44,45;406,4508;0,275;17154,8208174307;1449,25527067061;1165,21791179636;1102,39959586912;4113,5510779801;32,5314670708469;2,22913847804267;10,5360360375437;7,73829569722215;262,956261514031;0,2;7,48352375480548;8,93990550954584;110,064684903842;0,04;0,06;1,0611867965219;0,08;0,265;2,24521875879001;51,6759562769682;0,867891867373673;7,40582595141707;"23";"0"
97;50;44,45;406,4508;0,275;16565,9995371593;1580,37013421696;1430,9147603025;656,853917286259;4480,04642976173;49,7376085585531;3,01804940889492;10,8864842843318;11,7009244832336;440,079046143251;0,487251776234648;6,79732928856607;16,2900697230882;129,998166742416;0,764053963383661;0,06;1,31012640490625;0,08;0,756873580183677;8,26797801054574;56,3702973365425;1,24703466139291;19,6699589660389;"23";"0"
98;50;44,45;406,4508;0,275;13563,7324798971;1522,88819136581;1139,76125670976;630,714229038316;3794,13502176651;31,9926407447193;2,81663703334152;12,0858307538896;5,66710235591531;251,095472357281;0,2;7,29975168272609;5,94443743386741;104,506605893399;0,639797119792696;0,06;1,33443312512436;0,08;0,265;3,08065148111658;50,0079527979969;0,777639600523981;2,61261337296798;"23";"0"
99;50;44,45;406,4508;0,275;14639,4284974949;1286,36229349953;892,964979892687;578,066695339166;3532,63043251277;22,5127418987419;5,38819629491277;9,20863384557826;5,12829019681055;198,026656589164;0,457916118938056;11,2218275420651;9,93319384206008;139,912947594278;1,34389493108315;4,6526206851294;1,22602436029783;0,08;0,591679229897759;4,92873048058707;51,7101024582543;1,23072939170722;27,3670951335863;"23";"0"
100;50;44,45;406,4508;0,275;15034,2183548613;1201,92629332857;853,62736682009;40;3683,58694590138;23,1889991562971;4,58809063377585;9,82821630131922;4,26713168820285;196,177868726905;0,2;8,21806054682311;3,62510584029689;90,7956385118974;0,25;0,2;1,16719984594268;0,08;0,265;1,0002651535591;53,9319573755758;0,88966183900325;1,83750039971288;"23";"0"
101;50;44,45;406,4508;0,275;15996,9342158941;1584,99969233868;1694,61237101389;883,858568358279;4713,87309432367;69,3472784041475;2,48801700430525;19,0680368655678;19,8272551924778;1190,07434001879;0,517869346019019;179,464664926205;16,5812624533151;194,081300010443;0,880202287096534;0,06;1,42091273821618;0,08;0,025;5,64956242615694;57,5058830306988;0,985430926089952;13,8078060115614;"23";"0"
102;50;44,45;406,4508;0,275;14619,5827723536;1346,4464808856;1481,9925552074;735,319676128939;4020,2378924355;56,5759585914613;3,54795507469087;11,3553539876498;12,5088055218825;524,591507028092;0,2;51,0908067854721;21,394946654702;245,997294480442;1,04244661654255;0,2;1,13529222994736;0,08;0,265;4,87063117549312;51,5581211211998;1,09863912482395;9,60726655107436;"23";"0"
103;50;44,45;406,4508;0,275;14749,347558547;1314,8746991508;1074,7383522256;577,39107569133;3651,61937533782;33,2438915138154;2,38452027092322;10,0966229779805;8,75416265479923;372,283927755124;0,2;8,69261558405947;12,0045590374817;97,2371890014289;0,655355382800694;3,08463824631104;1,29095150703597;0,08;0,265;3,73613548083442;53,1396764531462;0,992538671225581;3,89214152295204;"23";"0"
104;50;44,45;406,4508;0,275;15210,4482722103;1364,66621643448;1159,20209435293;653,456217208198;3740,24512301856;36,8437078193135;6,38162968169584;14,9467510275978;8,46865117643127;409,799488429115;0,479718007238839;9,68306588199818;6,06470071969056;103,226593349787;0,25;0,06;1,24025572840175;0,08;0,265;1,12541490839464;54,4955138109414;0,894807790873283;2,09914919264386;"23";"0"
105;50;44,45;406,4508;0,275;16601,0588002155;1327,4104680135;1247,49115177974;775,386828708148;4072,1481334585;35,0733870545279;14,098502534634;15,2846225238523;15,2844063335918;712,219111020514;1,47817500592917;302,260299005119;28,2922184960781;296,291824285809;1,79420951522689;4,82481738573449;1,94403493278468;0,05;0,776050650921354;3,51219905507785;62,0612599470814;1,24957014114646;30,9362036119041;"23";"0"
106;50;44,45;406,4508;0,275;15621,4754687058;1311,39584520521;1193,48291556809;647,395913534222;3977,20434190479;32,0516882527831;1,77156944993573;13,508794195201;10,7138143252976;597,363737664067;0,79211096403222;284,467302253744;27,6965074695939;271,705591275296;0,743395238222528;2,20687057182145;1,39949715014533;0,08;0,672725859315888;3,24474443594262;53,3686721844565;1,72517111920769;35,1093742884145;"23";"0"
107;50;44,45;406,4508;0,275;16364,4559368607;1710,87720285901;1318,94444790603;648,785413298309;4411,1846834609;37,9483362192739;2,00415090782668;13,0090549225283;9,34474681744232;432,346702941382;0,582072595090647;180,784742345827;16,4259213154835;165,644660266326;0,25;1,47577307159739;1,27441970166124;0,08;0,265;0,842802280228256;55,4623468708256;1,0538089417068;1,68975338949365;"23";"0"
108;50;44,45;406,4508;0,275;14853,9107906007;1252,29896216674;1140,83517794235;945,346895786191;4091,45310092621;32,1007656285393;2,00045218184713;13,0466526367096;9,47641198685221;469,174219344033;0,705767649441265;205,597196841207;17,2965267896124;193,266622922116;1,32494534437709;5,22296040478932;1,9628643984186;0,08;0,626365455544512;2,78215693981136;55,5960985626014;2,11414811424386;8,03528353105552;"23";"0"
109;50;44,45;406,4508;0,275;17370,1726647283;1700,47778451491;1454,87557413036;737,184352258203;4640,88828098106;47,59923567993;2,1660911528026;15,3682073077615;13,9350135216531;601,932695969649;0,658713776220677;130,436309478668;57,56178745392;198,730143683163;1,17294610399152;0,06;2,15124755840813;0,08;1,30576228446395;12,9962255010014;55,8091815056718;2,73631784125064;25,9343952764953;"23";"0"
110;50;44,45;406,4508;0,275;17943,6987920312;1471,73447742459;1169,26115039686;662,325803960158;4102,54388812153;37,9096340051811;2,01120899354253;15,0758034414987;9,40463952033387;487,254909570947;0,473175057349444;118,5288634751;33,5147354547888;167,333165039456;0,04;1,63695538714791;1,57839403913617;0,08;0,682154400346489;3,37927568963585;52,1058768362035;2,156571713108;19,1966287638492;"23";"0"
111;50;44,45;406,4508;0,275;16963,8386253161;1580,10507180331;1615,18051069449;1055,17897420272;4619,7905665164;55,1863877269904;2,27886641716169;12,8995816741137;14,9755593899679;658,726620361591;0,763796020233412;170,919039537691;46,5780574448329;232,021059352066;0,951864921829018;0,06;1,45375656824285;0,05;1,6691808841141;12,5558412944166;56,0472872773208;2,47618241102109;80,2468815874789;"23";"0"
112;50;44,45;406,4508;0,275;15554,4435992763;1436,54458760325;1328,39146335714;1075,27497202969;4212,86083517653;39,9459543169869;2,1058340628483;10,3741317650258;17,2062686002048;532,273237634224;0,721976555667566;172,742754624827;28,7613421324366;267,070813055542;0,825868071914385;0,2;1,41897736731387;0,08;0,945000724200906;8,7385702291707;54,4684009224113;1,64806292569064;20,3479405531585;"23";"0"
113;50;44,45;406,4508;0,275;13494,7269731685;1429,04634930162;1236,97741979831;853,1028244876;4155,15912775767;40,355408914771;1,88509120494622;9,1336699421383;11,1561222666278;414,698964198743;0,2;17,6310282236484;7,1855524615648;141,181318928734;0,776131270813285;0,06;1,22987580409776;0,08;0,265;1,6367826736709;53,7690901621306;1,40696176594524;6,51616241079146;"23";"0"
114;50;44,45;406,4508;0,275;14096,9509756839;1060,94361809442;907,510819326329;551,479180519255;3493,6024588005;31,0258701814855;7,38754909993996;11,4112414362891;8,49390789915042;432,984475670803;0,015;20,3374860611315;6,98503601815604;137,49480382739;0,607465025948082;0,06;1,28060205966161;0,08;0,265;1,22344391525315;49,1273793654061;1,53539350766997;1,70045726489474;"23";"0"
115;50;44,45;406,4508;0,275;13401,1699006377;1279,45884135475;1141,4787950647;762,674681823342;4172,67344452249;36,1849690331762;2,22173397070025;10,8387522210686;8,10744565688966;372,176437353981;0,2;37,2214966867908;7,85248413286688;127,722259208398;0,04;0,06;1,21947468265366;0,08;0,265;3,05440252690257;47,9367950130356;1,32774980455536;3,33444218804788;"23";"0"
116;50;44,45;406,4508;0,275;14042,6477408171;1377,33974060667;955,965048243736;622,721641443443;3811,60002951016;27,4204344261451;2,43181035524421;13,9668519370117;6,29432558427984;290,63174987824;0,2;100,460147094315;12,4654614041943;194,725228793427;0,25;0,06;1,40108537270295;0,08;0,702543452092145;1,54649303033989;45,7717844180689;1,43222688701666;2,49038028241276;"23";"0"
118;50;44,45;406,4508;0,275;12309,8691426301;1123,27379625494;746,092719223573;40;3105,97257638135;17,4016396989509;0,792453256170452;9,34284681675597;2,43267483572207;114,256342368989;0,2;17,7408556686475;4,93481880653142;112,067335323549;0,25;0,904219906389797;0,4;0,08;0,265;0,25;39,3162555206923;0,977813083411178;0,235;"23";"1"
119;50;44,45;406,4508;0,275;12646,1645701091;1102,76198291193;767,596156053298;235;3509,66545897156;18,2139398981344;1,00906256021048;8,25267606593147;2,06442844672439;100,466588725511;0,2;13,7938614740326;2,17722855776399;131,217552341568;0,25;0,06;0,951254588241039;0,08;0,265;0,25;44,4573362852319;0,789264070896144;0,235;"23";"1"
120;50;44,45;406,4508;0,275;13093,1398152687;1010,35164590751;673,830193345663;235;3455,7125685279;17,0763164831086;1,17542489897365;8,72000197553045;1,71916437786921;82,4482658471069;0,2;11,4296011653256;1,49994125179095;96,1588630361762;0,25;0,06;0,948552729811972;0,08;0,265;0,25;44,9310328183879;0,700448378882694;0,235;"23";"1"
