date,NO,NO2,NOx,CO,O3,SO2
2019-04-06,0.008770624999999962,0.01707812499999997,0.025850486111111085,0.3763195833333333,0.006100277777777743,0.003386249999999946
2019-04-09,0.012323108974358963,0.016522644230769188,0.0288468349358974,0.2781492708333333,0.0066592147435897,0.00264405448717945
2019-04-12,0.006314097222222206,0.015217430555555534,0.021530486111111084,0.27950680555555557,0.008387083333333292,0.0024757638888888585
2019-04-15,0.031559097222222186,0.021399374999999967,0.05295916666666662,0.3961625694444444,0.004460069444444412,0.0038304166666666122
2019-04-18,0.014349999999999974,0.016581805555555516,0.030932638888888853,0.42144159722222224,0.009012083333333287,0.0031973611111110584
2019-04-21,0.03374854166666663,0.028687083333333294,0.06243513888888885,0.5523398611111111,0.004889097222222186,0.0031080555555555085
2019-04-24,0.011143194444444409,0.016438263888888867,0.02758041666666662,0.23488319444444442,0.0074738194444444045,0.0027516666666666163
2019-04-27,0.015082222222222183,0.018243888888888858,0.03332701388888885,0.37201715277777775,0.0034196135220951884,0.0024729166666666333
2019-04-30,0.050760208333333307,0.021822013888888853,0.07258249999999997,0.6010628472222223,0.0047572916666666345,0.0034554166666666253
2019-05-03,0.021356249999999962,0.021425763888888862,0.042780972222222186,0.3569257638888889,0.006460208333333298,0.0032996527777777417
2019-05-06,0.026256041666666632,0.02186388888888886,0.04812090277777775,0.34558562499999995,0.0037305058998606468,0.0041700694444444
2019-05-12,0.008255208333333318,0.01707595430107524,0.025329431003584188,0.3141403248207885,0.008595210573476668,0.0032968906810035416
2019-05-15,0.10086326388888887,0.026956180555555525,0.12782090277777775,0.7146744444444444,0.0037009027777777457,0.003124861111111058
2019-06-02,0.0165,0.0195214285714285,0.0360160714285714,0.3342339285714286,0.0067375,0.0029274426986234
2019-06-11,0.01867180555555552,0.017611666666666633,0.03628409722222219,0.33807215277777775,0.0033905555555555195,0.0021283481627246375
2019-06-14,0.010772986111111075,0.014528055555555516,0.025299722222222196,0.2512231944444444,0.005743611111111075,0.0015813181677825125
2019-06-17,0.011310694444444408,0.01180138888888885,0.023110555555555534,0.2515892361111111,0.0035086111111110583,0.0017139409506181835
2019-06-20,0.02676416666666663,0.020256944444444404,0.04701916666666663,0.32415618055555556,0.004426180555555521,0.002270383177898275
2019-06-23,0.02362666603135503,0.01819428737586985,0.04181955655250603,0.4343487956446946,0.003172250811243987,0.002248162491737129
2019-06-26,0.004748472222222191,0.015078472222222193,0.01982534722222219,0.20928076388888886,0.009870069444444395,0.0023544481880140374
2019-06-29,0.00937798611111109,0.012352361111111071,0.021730277777777748,0.21975874999999997,0.007482499999999945,0.002214084859738571
2019-07-08,0.020351736111111077,0.020112847222222185,0.04046569444444441,0.32446388888888883,0.005745277777777738,0.002580078208245579
2019-07-11,0.030281736111111082,0.030634513888888843,0.060913958333333296,0.4420320833333333,0.0038166666666666084,0.0037215204355256584
2019-07-14,0.033486736111111075,0.02686972222222218,0.06035534722222218,0.4879788888888889,0.004744583333333279,0.002544143218361321
2019-07-17,0.007705069444444418,0.017067916666666634,0.024773333333333297,0.24077611111111108,0.007367013888888834,0.001994752112308092
2019-07-21,0.009829791666666643,0.012927430555555517,0.02275930555555553,0.22943951388888886,0.010132916666666622,0.0022993371190519335
2019-07-23,0.028705069444444408,0.02540909722222218,0.054115208333333296,0.37881131944444446,0.004159722222222166,0.0021415254557571833
2019-07-26,0.013116527777777741,0.02009027777777774,0.03320756944444441,0.3370870833333333,0.004085833333333288,0.0019129676830372873
2019-07-29,0.030127152777777746,0.02313124999999996,0.053256805555555516,0.4818028472222222,0.0026397916666666154,0.002134409910317408
2019-08-01,0.0013797916666666514,0.010125763888888863,0.011504027777777754,0.21776520833333332,0.012006666666666629,0.0018755049153752707
2019-08-04,0.0015235416666666557,0.010066180555555517,0.011590416666666643,0.19100701388888885,0.012579236111111064,0.0018790304759887001
2019-08-07,0.019324838747645907,0.030184999999999976,0.04950866172316381,0.3423791713747646,0.0029752318738229338,0.005742543089332854
2019-08-10,0.0017054861111110943,0.01238243055555553,0.01408854166666663,0.22836597222222219,0.011144513888888858,0.0020662899305489125
2019-08-12,0.0060520085470085255,0.017206912393162344,0.023257836538461512,0.21984119658119658,0.007608840811965763,0.0019381951475960582
2019-08-16,0.05716797653256701,0.04138601053639843,0.09855523946360151,0.7745423635057471,0.0030698029556649707,0.002726819001480167
2019-08-19,0.01755034722222219,0.026852569444444415,0.044400486111111075,0.32762868055555555,0.008191398809523763,0.0031403519208218836
2019-08-22,0.15169166666666664,0.03954118055555553,0.19123548611111107,1.2269725694444444,0.0026383730158729708,0.004425922675412637
2019-08-25,0.02573520833333331,0.021042430555555533,0.04677874999999997,0.4040567361111111,0.004227638888888837,0.0027260767633367415
2019-08-28,0.006764999999999966,0.018087777777777737,0.024856319444444414,0.3378732638888889,0.014080932539682489,0.0023946336290386248
2019-08-31,0.016234166666666636,0.019733888888888853,0.03596861111111108,0.47938590277777776,0.008846309523809498,0.0024169404947404793
2019-09-03,0.005737222222222196,0.018374374999999967,0.024112152777777743,0.27369965277777775,0.009742033730158679,0.001942927915997925
2019-09-06,0.015016388888888855,0.027137916666666637,0.04215638888888886,0.31913993055555556,0.0037588690476189988,0.0027007208928109083
2019-09-09,0.013367499999999975,0.019979652777777735,0.03334548611111108,0.2675565277777778,0.004282857142857092,0.0024044860918461084
2019-09-12,0.01069340277777775,0.023190763888888858,0.03388145833333329,0.3410527083333333,0.00768295634920631,0.0026174179575479913
2019-09-15,0.007687916666666634,0.021222708333333302,0.02890701388888885,0.27449965277777777,0.009221527777777724,0.0026017387121387626
2019-09-18,0.005809513888888858,0.019712361111111083,0.02552374999999997,0.2704453472222222,0.009277113095238047,0.0027746011333961962
2019-09-21,0.0038952083333333083,0.014972638888888855,0.018866944444444412,0.22550819444444445,0.012981378968253921,0.0028647552213202795
2019-09-24,0.01619013888888886,0.02961520833333331,0.04580319444444441,0.3877970138888889,0.008480583278993557,0.003325048198133246
2019-09-27,0.006102361111111079,0.017488124999999966,0.023591111111111077,0.21841840277777777,0.007867410714285662,0.0025061050638351375
2019-09-30,0.007894722222222195,0.022792986111111083,0.030688888888888863,0.2737809722222222,0.0061527182539681995,0.0027670230406481246
2019-10-03,0.006814374999999966,0.018509444444444415,0.025322638888888856,0.2216629861111111,0.0082185813492063,0.0027094687952388917
2019-10-06,0.0017351388888888514,0.010542847222222184,0.012273333333333311,0.1823656944444444,0.013774999999999945,0.002227678438718542
2019-10-09,0.02338305555555552,0.01830222222222219,0.04167791666666663,0.3670486805555555,0.012533640873015823,0.002340124193309308
2019-10-15,0.014056652957305096,0.017772764394829575,0.03182964355660004,0.2872372385428907,0.002760508249148364,0.0024406982088574667
2019-10-18,0.0944325694444444,0.025875624999999968,0.12030701388888887,0.8860446527777778,0.004277847222222196,0.003383086457081604
2019-10-21,0.014090694444444407,0.02189013888888885,0.03597618055555552,0.30465180555555554,0.001767013888888857,0.0024985183227834748
2019-10-24,0.010486540404040368,0.02147929292929289,0.031956919191919154,0.30889982323232323,0.00435790404040402,0.0024146101218052818
2019-10-27,0.006955972222222175,0.02055270833333329,0.027512499999999964,0.31713479166666664,0.003454652777777754,0.0027468820541872167
2019-10-30,0.007826388888888858,0.022480624999999962,0.03030583333333331,0.315076875,0.002117430555555524,0.0026599528087779874
2019-11-02,0.0032743749999999705,0.013965972222222192,0.017237152777777737,0.21464763888888885,0.003950972222222189,0.0026170513411465294
2019-11-05,0.041052916666666626,0.028714236111111083,0.06976173611111107,0.566628888888889,0.002565833333333314,0.002793594317959508
2019-11-09,0.003575138888888846,0.013164027777777748,0.01673249999999996,0.2112770833333333,0.0048950694444444,0.0025806284722286747
2019-11-11,0.005547986111111079,0.014758333333333304,0.020302499999999966,0.1849973611111111,0.0038552083333332995,0.002428902493807704
2019-11-14,0.006734791666666629,0.019695347222222187,0.026436944444444412,0.23307652777777776,0.0037513888888888497,0.0025809315817318
2019-11-17,0.004324930555555529,0.015532222222222192,0.019864027777777755,0.33783048611111105,0.00911499999999997,0.0027710856696559045
2019-11-20,0.005291319444444417,0.02182909722222219,0.027122569444444408,0.27521326388888884,0.006569236111111079,0.0029276286464688917
2019-11-23,0.0019468772401433335,0.0086917629928315,0.010633718637992784,0.1411250560035842,0.0069508086917562375,0.002366974042636704
2019-11-26,0.009738333333333304,0.020910694444444402,0.030650902777777742,0.27056777777777774,0.003988541666666633,0.0022436312667615207
2019-11-30,0.0028074999999999624,0.010121597222222192,0.012928611111111063,0.1539379861111111,0.006140138888888869,0.0021590041562784584
2019-12-02,0.006050833333333297,0.015684444444444424,0.021741041666666627,0.20899937499999996,0.005310486111111069,0.002343829221199446
2019-12-05,0.004737021604938225,0.012685972222222184,0.017431234567901212,0.20974960648148144,0.007088124999999958,0.0021163831766056124
2019-12-08,0.0016213194444444085,0.0114175694444444,0.01304736111111107,0.20663062499999998,0.012590972222222191,0.0024399016381846167
2019-12-11,0.0020292361111110793,0.010447569444444414,0.01247680555555552,0.19355340277777774,0.014780277777777741,0.002730958680010529
2019-12-14,0.0021673611111110752,0.014257708333333305,0.016433402777777734,0.2301090972222222,0.0090114583333333,0.0023040990551697832
2019-12-17,0.0022268749999999706,0.014068194444444413,0.016303680555555523,0.19096277777777773,0.010204236111111075,0.0026119616525512456
2020-01-25,0.002709027777777746,0.01085812499999997,0.013565277777777754,0.2270397222222222,0.012085972222222179,0.0023461198629548333
2020-01-28,0.00661319444444441,0.011342291666666634,0.017959791666666638,0.23323548611111108,0.010855624999999966,0.0019781491270029583
2020-01-31,0.005763541666666638,0.020197777777777755,0.025966249999999972,0.2616165972222222,0.011691527777777733,0.001731775613273325
2020-02-03,0.004342291666666629,0.014148472222222193,0.01849312499999996,0.21547770833333332,0.009809999999999954,0.00287331876621035
2020-02-06,0.01019388888888885,0.021196249999999972,0.031387430555555526,0.27765743055555553,0.00945191058642066,0.0021691674747029333
2020-02-12,0.007310416666666629,0.013004166666666636,0.02031631944444441,0.1691960416666666,0.005430486111111074,0.0020823232250214373
2020-03-01,0.004473260869565188,0.015488561076604526,0.019959746376811555,0.24051797101449274,0.008562479296066216,0.002503750621041561
2020-03-04,0.011014236111111082,0.015776666666666633,0.02679298611111107,0.21279479166666662,0.00422888888888885,0.0027879169622472793
